imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
6826858,211222890,ENAK,31,52,3,2.5,Towing,NaN
9462043,566483000,APL BARCELONA,74,263,84,13.9,Cargo,Hazardous category D
9924247,563170800,ARMADA 78 01,79,29,49,6.4,Cargo,No additional information
9863560,311000974,ALTERA WIND         ,80,190,55,13.1,Tanker,All ships of this type
9804851,249066000,CHEMICAL TRAVELLER  ,89,105,21,7.5,Tanker,All ships of this type
9598323,636022653,SERAPHIM            ,70,201,34,14.5,Cargo,All ships of this type
9851165,257622000,HAVSKJER,30,42,38,8.0,Fishing,NaN
9287314,244130873,HELENE JULIE        ,70,117,20,7.0,Cargo,All ships of this type
9866392,273611590,VOSTOCHNY PROSPECT,80,225,25,9.0,Tanker,All ships of this type
9786138,219407000,MEARSK CANCUN       ,80,146,36,8.7,Tanker,All ships of this type
926149900,226246000,BRESSAY-BANK FV     ,30,37,8,6.4,Fishing,NaN
8423894,211231490,ANKE                ,33,35,15,2.4,Dredging or underwater ops,NaN
9361720,304428000,NATALIE             ,70,78,12,6.4,Cargo,All ships of this type
9924132,257127990,SELVAAG SENIOR      ,30,53,27,8.0,Fishing,NaN
9183427,244650437,A2B ENERGY          ,70,91,10,5.1,Cargo,All ships of this type
9924730,231897000,LIDAN               ,70,79,10,5.8,Cargo,All ships of this type
9995844,255915668,AMADEUS PEARL       ,70,80,10,5.7,Cargo,All ships of this type
9327384,538007532,LYCIA KA,89,149,34,7.5,Tanker,No additional information
9866249,210028000,CONTSHIPS BOREALIS,71,152,18,8.0,Cargo,Hazardous category A
9707273,538005416,STI QUEENS          ,80,145,38,11.4,Tanker,All ships of this type
9059602,308511000,ALBEMARLE ISLAND,9,158,22,8.3,Reserved for future use,NaN
9858278,219142000,FOB SWATH 8         ,40,23,11,2.0,High speed craft (HSC),All ships of this type
9800790,636019212,HISTRIA ATLAS       ,80,143,37,7.3,Tanker,All ships of this type
7001740,256905000,RIVER ARIA          ,69,126,0,1.5,Passenger,No additional information
9428384,636024321,GUNMETAL JAG        ,82,150,33,6.8,Tanker,Hazardous category B
9977787,257759000,OLYMPIC BOREAS,90,26,63,5.7,Other Type,All ships of this type
9039822,232007250,CABO ORTEGAL,30,18,10,3.8,Fishing,NaN
5322752,232003964,SS SHIELDHALL,60,40,42,3.3,Passenger,All ships of this type
9737400,248024000,BERGEN TS           ,80,205,45,14.5,Tanker,All ships of this type
7020231,249127000,LADY OF CHICHESTER  ,33,40,20,4.4,Dredging or underwater ops,NaN
59891547,305826000,UNISTAR             ,198,248,48,6.3,Unknown,Unknown
9285122,352005244,BOLKAR,70,167,23,6.3,Cargo,All ships of this type
9420423,219031487,STENA LIVIA,69,25,161,6.6,Passenger,No additional information
9126223,230350000,LAURA               ,70,111,9,6.6,Cargo,All ships of this type
7726902,211215340,ARION               ,52,8,22,4.5,Tug,NaN
9361768,231075000,HAV SUND            ,70,75,15,6.4,Cargo,All ships of this type
9307358,246521000,TIMCA               ,71,143,62,7.0,Cargo,Hazardous category A
8821852,244033000,TRIDENS             ,90,38,36,5.1,Other Type,All ships of this type
9147459,218802000,ALAND               ,70,74,12,3.0,Cargo,All ships of this type
9617985,258654000,KINGS BAY           ,30,45,32,7.0,Fishing,NaN
9362126,219009432,ESVAGT CASSIOPEIA   ,51,21,25,4.5,Search and Rescue vessel,NaN
9981295,636023470,EMERALD DAISHAN     ,70,196,33,13.8,Cargo,All ships of this type
192,244660487,DE HOOP 4@@@@@@@@@X,89,28,7,2.0,Tanker,No additional information
9126687,314549000,WILSON GOOLE,79,74,14,3.9,Cargo,No additional information
9842009,232025939,LUNAR BOW,30,60,20,0.0,Fishing,NaN
9181728,271042197,FORTUNE EXPRESS     ,79,143,27,6.1,Cargo,No additional information
9635327,219016683,MJOELNER-FUR        ,60,22,18,2.2,Passenger,All ships of this type
9191747,229246000,KRISTEL             ,79,85,10,3.8,Cargo,No additional information
9655559,232002833,NAVAL AUXILIARY     ,35,127,74,10.0,Military ops,NaN
9857860,311000864,CARIBBEAN VOYAGER   ,80,205,45,9.3,Tanker,All ships of this type
9452488,311019800,FUGRO SYNERGY       ,33,24,80,6.3,Dredging or underwater ops,NaN
7000231,312013000,PRINS 2             ,70,59,6,2.0,Cargo,All ships of this type
6801834,244377000,UK48 NOVA CURA      ,30,7,21,2.8,Fishing,NaN
953936500,235112233,>WMA                ,10,10,100,0.0,Reserved for future use,NaN
9645968,314001018,HORIZON DRAGON      ,90,14,70,4.5,Other Type,All ships of this type
9361811,308688000,EMERALD LEADER      ,70,23,153,8.4,Cargo,All ships of this type
9602124,205628000,TUG 43              ,52,15,15,6.2,Tug,NaN
9925253,232035752,FARRA ORLA          ,40,6,21,1.7,High speed craft (HSC),All ships of this type
9733399,219670000,ESVAGT CANTANA,51,22,24,4.7,Search and Rescue vessel,NaN
9643582,235114876,RENOWN FR246        ,30,10,20,4.3,Fishing,NaN
9733624,538006120,ECO LUCIDITY        ,84,76,23,5.4,Tanker,Hazardous category D
9924912,477735200,GC BERYL            ,80,122,25,6.6,Tanker,All ships of this type
9361794,235033145,CHRIS ANDRA2,30,35,35,7.0,Fishing,NaN
9488097,311018000,POLESIE,70,167,23,10.5,Cargo,All ships of this type
9866938,210113000,CAVALLI             ,80,80,19,4.4,Tanker,All ships of this type
9925136,636021195,AQUAHONOR           ,80,226,48,11.5,Tanker,All ships of this type
9362114,219009417,ESVAGT CARPATHIA    ,51,19,27,4.4,Search and Rescue vessel,NaN
9410507,266468000,NIMBUS              ,89,96,23,5.1,Tanker,No additional information
6924246,257361400,SELBJORN,70,22,27,3.5,Cargo,All ships of this type
9362140,256752000,KAPTAN VEYSEL VARDAL,82,100,19,6.9,Tanker,Hazardous category B
7039531,258558000,ROSLAGEN            ,70,38,17,0.0,Cargo,All ships of this type
9645401,259106000,TP AFFINITY         ,80,210,42,12.0,Tanker,All ships of this type
9895599,232024742,MMS SUPERIOR        ,40,20,6,2.5,High speed craft (HSC),All ships of this type
9776169,244730468,WAALSTROOM          ,52,15,12,2.8,Tug,NaN
8110980,257205400,SOGN,60,40,40,3.8,Passenger,All ships of this type
12,244125229,ST1RMYGN4KD2@C@@@0,80,94,16,2.4,Tanker,All ships of this type
9899284,253813000,VOLTAIRE            ,99,39,143,6.6,Other Type,No additional information
9926788,232043235,FARRA LARK          ,40,14,13,2.2,High speed craft (HSC),All ships of this type
9619854,477832600,TIGER SOUTH         ,79,193,32,7.2,Cargo,No additional information
9389526,219277000,HENNING MAERSK      ,80,147,33,7.2,Tanker,All ships of this type
9284362,341881001,EAGLE TRADER,70,156,22,8.7,Cargo,All ships of this type
9007075,258829000,BONA STAR           ,70,76,13,3.8,Cargo,All ships of this type
9394260,304244000,NINA BRES           ,70,82,6,5.3,Cargo,All ships of this type
9795074,533130869,EAGLE BINTULU       ,80,205,45,14.7,Tanker,All ships of this type
835461500,235102528,BF VOLUNTEER        ,51,14,10,1.4,Search and Rescue vessel,NaN
9636943,477462800,STAMFORD PIONEER,79,151,28,6.1,Cargo,No additional information
9395989,249332000,ARSLAND             ,89,115,29,8.3,Tanker,No additional information
9873864,219032649,SIBBA               ,52,7,11,4.0,Tug,NaN
9246839,211364460,FRISIA IV           ,60,32,39,1.4,Passenger,All ships of this type
9410519,266476000,NEPTUNUS            ,89,96,23,7.0,Tanker,No additional information
9635743,373240000,DRINA S             ,70,154,26,10.3,Cargo,All ships of this type
9787936,319147800,DALI                ,80,212,38,8.5,Tanker,All ships of this type
9292589,352003750,TEAM,89,154,35,8.2,Tanker,No additional information
9640918,219017664,FEGGESUND           ,60,20,20,0.0,Passenger,All ships of this type
9013000,305286000,NORDWIND,70,74,16,3.0,Cargo,All ships of this type
8773811,235004940,FV SILVERWAVE BF372,21,6,12,3.4,Wing in ground (WIG),Hazardous category A
9684110,209217000,OTELLO              ,80,80,24,7.3,Tanker,All ships of this type
9977799,259071000,OLYMPIC NOTOS,0,29,60,5.3,Not available (default),NaN
9759410,219213000,MHO FALCON          ,40,14,13,3.2,High speed craft (HSC),All ships of this type
9408645,244790685,EN AVANT 20         ,31,14,18,5.2,Towing,NaN
9921594,232035358,HST LLANELLI        ,40,10,15,1.7,High speed craft (HSC),All ships of this type
9041320,304010297,GT FORSETI,70,76,9,5.4,Cargo,All ships of this type
9695963,257010590,GRAND CANYON III,90,38,90,6.8,Other Type,All ships of this type
9707651,636017414,VALENTIN BUTUZOV    ,70,171,28,13.3,Cargo,All ships of this type
7002115,269057695,VIKING SIGYN,69,10,125,1.8,Passenger,No additional information
8108688,246742000,SCH65 SIMPLON       ,30,27,13,5.0,Fishing,NaN
9670597,215800000,ATLANTIC SEA        ,71,131,165,10.3,Cargo,Hazardous category A
9294006,219028965,NORTHERN MARIA,99,13,62,4.7,Other Type,No additional information
9421324,636023238,PRAGUE,80,150,33,11.9,Tanker,All ships of this type
9390991,258849000,GOLFSTRAUM,82,102,27,7.9,Tanker,All ships of this type
9268253,236263000,CLAUS               ,89,97,9,7.3,Tanker,All ships of this type
9297228,236342000,KEY MARIN           ,80,68,20,6.7,Tanker,All ships of this type
842162600,232814000,PUTFORD VOYAGER     ,90,10,55,4.6,Other Type,All ships of this type
9363352,220000054,M/F MARY            ,60,19,25,3.6,Passenger,All ships of this type
9426702,636020544,HONWAY              ,70,173,26,12.6,Cargo,All ships of this type
9363522,248102000,CGAS MAUD           ,89,79,21,5.2,Tanker,No additional information
9709946,235110657,GRAMPIAN DEVOTION   ,51,17,34,5.5,Search and Rescue vessel,NaN
9119713,233975000,SFF GV ARTEMIS  ,31,14,14,5.2,Towing,NaN
959188200,259868000,FALNES TIDE         ,90,11,74,5.7,Other Type,All ships of this type
